,model,sentence,question,correct,incorrect,sent_type,quest_type
2545,o1-preview,While the lion attacked the penguin screamed in terror.,Did the lion attack the penguin?,1.0,0.0,GP_improb,GP_question
2546,o1-preview,The baboon screamed in terror while the lion attacked.,Did the lion attack the baboon?,0.8,0.2,nonGP_prob,GP_question
2547,o1-preview,The penguin screamed in terror while the lion attacked.,Did the lion attack the penguin?,0.6,0.4,nonGP_improb,GP_question
2548,o1-preview,While the maid dusted the picture tipped over.,Did the maid dust the picture?,1.0,0.0,GP_prob,GP_question
2549,o1-preview,While the maid dusted the cow tipped over.,Did the maid dust the cow?,1.0,0.0,GP_improb,GP_question
2550,o1-preview,The picture tipped over while the maid dusted.,Did the maid dust the picture?,1.0,0.0,nonGP_prob,GP_question
2551,o1-preview,The cow tipped over while the maid dusted.,Did the maid dust the cow?,1.0,0.0,nonGP_improb,GP_question
2552,o1-preview,While the teacher counted the children formed a line.,Did the teacher count the children?,0.2,0.8,GP_prob,GP_question
2553,o1-preview,While the teacher counted the ants formed a line.,Did the teacher count the ants?,1.0,0.0,GP_improb,GP_question
2554,o1-preview,The children formed a line while the teacher counted.,Did the teacher count the children?,0.0,1.0,nonGP_prob,GP_question
2555,o1-preview,The ants formed a line while the teacher counted.,Did the teacher count the ants?,0.2,0.8,nonGP_improb,GP_question
2556,o1-preview,While the champion raced the challenger stumbled and fell.,Did the champion race the challenger?,0.6,0.4,GP_prob,GP_question
2557,o1-preview,While the champion raced the spectator stumbled and fell.,Did the champion race the spectator?,1.0,0.0,GP_improb,GP_question
2558,o1-preview,The challenger stumbled and fell while the champion raced.,Did the champion race the challenger?,0.6,0.4,nonGP_prob,GP_question
2559,o1-preview,The spectator stumbled and fell while the champion raced.,Did the champion race the spectator?,1.0,0.0,nonGP_improb,GP_question
2560,o1-preview,While Jerry played the violin went out of tune.,Did Jerry play the violin?,0.6,0.4,GP_prob,GP_question
2561,o1-preview,While Jerry played the speakers went out of tune.,Did Jerry play the speakers?,1.0,0.0,GP_improb,GP_question
2562,o1-preview,The violin went out of tune while jerry played.,Did Jerry play the violin?,0.0,1.0,nonGP_prob,GP_question
2563,o1-preview,The speakers went out of tune while jerry played.,Did Jerry play the speakers?,1.0,0.0,nonGP_improb,GP_question
2564,o1-preview,While the girl painted the rainbow slowly faded outside.,Did the girl paint the rainbow?,1.0,0.0,GP_prob,GP_question
2565,o1-preview,While the girl painted the music slowly faded outside.,Did the girl paint the music?,0.8,0.2,GP_improb,GP_question
2566,o1-preview,The rainbow slowly faded outside while the girl painted.,Did the girl paint the rainbow?,1.0,0.0,nonGP_prob,GP_question
2567,o1-preview,The music slowly faded outside while the girl painted.,Did the girl paint the music?,1.0,0.0,nonGP_improb,GP_question
2568,o1-preview,While Kendra parked the van bumped the curb.,Did Kendra park the van?,1.0,0.0,GP_prob,GP_question
2569,o1-preview,While Kendra parked the horse bumped the curb.,Did Kendra park the horse?,1.0,0.0,GP_improb,GP_question
2570,o1-preview,The van bumped the curb while Kendra parked.,Did Kendra park the van?,0.2,0.8,nonGP_prob,GP_question
2571,o1-preview,The horse bumped the curb while Kendra parked.,Did Kendra park the horse?,1.0,0.0,nonGP_improb,GP_question
2572,o1-preview,While Angela cleaned the dog stood in the yard.,Did Angela clean the dog?,1.0,0.0,GP_prob,GP_question
2573,o1-preview,While Angela cleaned the mailman stood in the yard.,Did Angela clean the mailman?,1.0,0.0,GP_improb,GP_question
2574,o1-preview,The dog stood in the yard while Angela cleaned.,Did Angela clean the dog?,1.0,0.0,nonGP_prob,GP_question
2575,o1-preview,The mailman stood in the yard while Angela cleaned.,Did Angela clean the mailman?,1.0,0.0,nonGP_improb,GP_question
2576,o1-preview,While the sailor smoked the pipe glowed brightly.,Did the sailor smoke the pipe?,1.0,0.0,GP_prob,GP_question
2577,o1-preview,While the sailor smoked the firefly glowed brightly.,Did the sailor smoke the firefly?,1.0,0.0,GP_improb,GP_question
2578,o1-preview,The pipe glowed brightly while the sailor smoked.,Did the sailor smoke the pipe?,0.0,1.0,nonGP_prob,GP_question
2579,o1-preview,The firefly glowed brightly while the sailor smoked.,Did the sailor smoke the firefly?,1.0,0.0,nonGP_improb,GP_question
2580,o1-preview,While the tourist filmed the dancer blocked the sidewalk.,Did the tourist film the dancer?,0.8,0.2,GP_prob,GP_question
2581,o1-preview,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,0.8,0.2,GP_improb,GP_question
2582,o1-preview,The dancer blocked the sidewalk while the tourist filmed.,Did the tourist film the dancer?,0.4,0.6,nonGP_prob,GP_question
2583,o1-preview,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,1.0,0.0,nonGP_improb,GP_question
2584,o1-preview,While the athlete wrestled the opponent shouted insults.,Did the athlete wrestle the opponent?,1.0,0.0,GP_prob,GP_question
2585,o1-preview,While the athlete wrestled the audience shouted insults.,Did the athlete wrestle the audience?,1.0,0.0,GP_improb,GP_question
2586,o1-preview,The opponent shouted insults while the athlete wrestled.,Did the athlete wrestle the opponent?,1.0,0.0,nonGP_prob,GP_question
2587,o1-preview,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,1.0,0.0,nonGP_improb,GP_question
2588,o1-preview,While the warrior fought the enemy retreated.,Did the warrior fight the enemy?,0.8,0.2,GP_prob,GP_question
2589,o1-preview,While the warrior fought the rhino retreated.,Did the warrior fight the rhino?,0.8,0.2,GP_improb,GP_question
2590,o1-preview,The enemy retreated while the warrior fought.,Did the warrior fight the enemy?,0.0,1.0,nonGP_prob,GP_question
2591,o1-preview,The rhino retreated while the warrior fought.,Did the warrior fight the rhino?,0.4,0.6,nonGP_improb,GP_question
2592,o1-preview,While Harry chewed the steak fell to the floor.,Did Harry chew the steak?,1.0,0.0,GP_prob,GP_question
2593,o1-preview,While Harry chewed the book fell to the floor.,Did Harry chew the book?,1.0,0.0,GP_improb,GP_question
2594,o1-preview,The steak fell to the floor while Harry chewed.,Did Harry chew the steak?,1.0,0.0,nonGP_prob,GP_question
2595,o1-preview,The book fell to the floor while Harry chewed.,Did Harry chew the book?,1.0,0.0,nonGP_improb,GP_question
2596,o1-preview,While Bill ate the turkey sat on the table.,Did Bill eat the turkey?,1.0,0.0,GP_prob,GP_question
2597,o1-preview,While Bill ate the baby sat on the table.,Did Bill eat the baby?,1.0,0.0,GP_improb,GP_question
2598,o1-preview,The turkey sat on the table while Bill ate.,Did Bill eat the turkey?,1.0,0.0,nonGP_prob,GP_question
2599,o1-preview,The baby sat on the table while Bill ate.,Did Bill eat the baby?,1.0,0.0,nonGP_improb,GP_question
2600,o1-preview,While Janet baked the bread rose in the oven.,Did Janet bake the bread?,0.8,0.2,GP_prob,GP_question
2601,o1-preview,While Janet baked the pressure rose in the oven.,Did Janet bake the pressure?,1.0,0.0,GP_improb,GP_question
2602,o1-preview,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,0.0,1.0,nonGP_prob,GP_question
2603,o1-preview,The pressure rose in the oven while Janet baked.,Did Janet bake the pressure?,1.0,0.0,nonGP_improb,GP_question
2604,o1-preview,While the public cheered the team left the restaurant.,Did the public cheer the team?,0.6,0.4,GP_prob,GP_question
2605,o1-preview,While the public cheered the rats left the restaurant.,Did the public cheer the rats?,1.0,0.0,GP_improb,GP_question
2606,o1-preview,The team left the restaurant while the public cheered.,Did the public cheer the team?,0.0,1.0,nonGP_prob,GP_question
2607,o1-preview,The rats left the restaurant while the public cheered.,Did the public cheer the rats?,0.4,0.6,nonGP_improb,GP_question
2608,o1-preview,While the cleaner mopped the floor was filled with stains.,Did the cleaner mop the floor?,0.4,0.6,GP_prob,GP_question
2609,o1-preview,While the cleaner mopped the ceiling was filled with stains.,Did the cleaner mop the ceiling?,1.0,0.0,GP_improb,GP_question
2610,o1-preview,The floor was filled with stains while the cleaner mopped.,Did the cleaner mop the floor?,0.0,1.0,nonGP_prob,GP_question
2611,o1-preview,The ceiling was filled with stains while the cleaner mopped.,Did the cleaner mop the ceiling?,1.0,0.0,nonGP_improb,GP_question
2612,o1-preview,While the chef cooked the meal impressed the couple.,Did the chef cook the meal?,1.0,0.0,GP_prob,GP_question
2613,o1-preview,While the chef cooked the cat impressed the couple.,Did the chef cook the cat?,1.0,0.0,GP_improb,GP_question
2614,o1-preview,The meal impressed the couple while the chef cooked.,Did the chef cook the meal?,0.2,0.8,nonGP_prob,GP_question
2615,o1-preview,The cat impressed the couple while the chef cooked.,Did the chef cook the cat?,1.0,0.0,nonGP_improb,GP_question
2616,o1-preview,While the child finished the homework waited on the table.,Did the child finish the homework?,0.4,0.6,GP_prob,GP_question
2617,o1-preview,While the child finished the tax forms waited on the table.,Did the child finish the tax forms?,0.8,0.2,GP_improb,GP_question
2618,o1-preview,The homework waited on the table while the child finished.,Did the child finish the homework?,1.0,0.0,nonGP_prob,GP_question
2619,o1-preview,The tax forms waited on the table while the child finished.,Did the child finish the tax forms?,1.0,0.0,nonGP_improb,GP_question
2620,o1-preview,While the student knitted the sweater sold to the highest bidder.,Did the student knit the sweater?,0.0,1.0,GP_prob,GP_question
2621,o1-preview,While the student knitted the painting sold to the highest bidder.,Did the student knit the painting?,1.0,0.0,GP_improb,GP_question
2622,o1-preview,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,1.0,0.0,nonGP_prob,GP_question
2623,o1-preview,The painting sold to the highest bidder while the student knitted.,Did the student knit the painting?,1.0,0.0,nonGP_improb,GP_question
2624,o1-preview,While the astronomer observed the comet lit up the room.,Did the astronomer observe the comet?,0.4,0.6,GP_prob,GP_question
2625,o1-preview,While the astronomer observed the lightbulb lit up the room.,Did the astronomer observe the lightbulb?,1.0,0.0,GP_improb,GP_question
2626,o1-preview,The comet lit up the room while the astronomer observed.,Did the astronomer observe the comet?,0.2,0.8,nonGP_prob,GP_question
2627,o1-preview,The lightbulb lit up the room while the astronomer observed.,Did the astronomer observe the lightbulb?,1.0,0.0,nonGP_improb,GP_question
2628,o1-preview,While the players started the game bored the children.,Did the players start the game?,0.8,0.2,GP_prob,GP_question
2629,o1-preview,While the players started the lesson bored the children.,Did the players start the lesson?,0.4,0.6,GP_improb,GP_question
2630,o1-preview,The game bored the children while the players started.,Did the players start the game?,0.6,0.4,nonGP_prob,GP_question
2631,o1-preview,The lesson bored the children while the players started.,Did the players start the lesson?,1.0,0.0,nonGP_improb,GP_question
2632,o1-preview,While the professor taught the students looked at the board.,Did the professor teach the students?,0.6,0.4,GP_prob,GP_question
2633,o1-preview,While the professor taught the puppies looked at the board.,Did the professor teach the puppies?,1.0,0.0,GP_improb,GP_question
2634,o1-preview,The students looked at the board while the professor taught.,Did the professor teach the students?,0.0,1.0,nonGP_prob,GP_question
2635,o1-preview,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,0.6,0.4,nonGP_improb,GP_question
2636,o1-preview,While the pianist practiced the melody echoed through the hall.,Did the pianist practice the melody?,0.2,0.8,GP_prob,GP_question
2637,o1-preview,While the pianist practiced the vacuum echoed through the hall.,Did the pianist practice the vacuum?,1.0,0.0,GP_improb,GP_question
2638,o1-preview,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,0.2,0.8,nonGP_prob,GP_question
2639,o1-preview,The vacuum echoed through the hall while the pianist practiced.,Did the pianist practice the vacuum?,1.0,0.0,nonGP_improb,GP_question
2640,o1-preview,While the couple left the bar buzzed with activity.,Did the couple leave the bar?,0.0,1.0,GP_prob,GP_question
2641,o1-preview,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,0.4,0.6,GP_improb,GP_question
2642,o1-preview,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,0.0,1.0,nonGP_prob,GP_question
2643,o1-preview,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,0.4,0.6,nonGP_improb,GP_question
2644,o1-preview,While the gardener harvested the tomatoes hanged on the vine.,Did the gardener harvest the tomatoes?,0.0,1.0,GP_prob,GP_question
2645,o1-preview,While the gardener harvested the chrysalis hanged on the vine.,Did the gardener harvest the chrysalis?,0.2,0.8,GP_improb,GP_question
2646,o1-preview,The tomatoes hanged on the vine while the gardener harvested.,Did the gardener harvest the tomatoes?,1.0,0.0,nonGP_prob,GP_question
2647,o1-preview,The chrysalis hanged on the vine while the gardener harvested.,Did the gardener harvest the chrysalis?,1.0,0.0,nonGP_improb,GP_question
2648,o1-preview,While the horse pulled the cart moved silently.,Did the horse pull the cart?,0.6,0.4,GP_prob,GP_question
2649,o1-preview,While the horse pulled the submarine moved silently.,Did the horse pull the submarine?,1.0,0.0,GP_improb,GP_question
2650,o1-preview,The cart moved silently while the horse pulled.,Did the horse pull the cart?,0.0,1.0,nonGP_prob,GP_question
2651,o1-preview,The submarine moved silently while the horse pulled.,Did the horse pull the submarine?,1.0,0.0,nonGP_improb,GP_question
2652,o1-preview,The child giggled with delight while Jim bathed.,Did Jim bathe the child?,0.8,0.2,nonGP_reflexive,GP_question
2653,o1-preview,The baboons sat in the grass while the chimps groomed.,Did the chimps groom the baboons?,1.0,0.0,nonGP_reflexive,GP_question
2654,o1-preview,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,1.0,0.0,nonGP_reflexive,GP_question
2655,o1-preview,The neighbor coughed loudly while Betty woke up.,Did Betty wake up the neighbor?,1.0,0.0,nonGP_reflexive,GP_question
2656,o1-preview,The jewelry sparkled brightly while the thief hid.,Did the thief hide the jewelry?,1.0,0.0,nonGP_reflexive,GP_question
2657,o1-preview,The baby spit up on the bed while Anna dressed.,Did Anna dress the baby?,1.0,0.0,nonGP_reflexive,GP_question
