,model,sentence,question,correct,incorrect,sent_type,quest_type
3942,Qwen/Qwen2.5-72B,The neighbor coughed loudly while Betty woke up.,Did the neighbor cough loudly?,0.8621635854192391,0.13783654750441343,nonGP_reflexive,simple_question
3943,Qwen/Qwen2.5-72B,The neighbor coughed loudly while Betty woke up.,Did Betty wake up the neighbor?,0.7108982596632814,0.2891017311486621,nonGP_reflexive,GP_question
3944,Qwen/Qwen2.5-72B,The jewelry sparkled brightly while the thief hid.,Did the jewelry sparkle brightly?,0.8754623969468867,0.12453761993323909,nonGP_reflexive,simple_question
3945,Qwen/Qwen2.5-72B,The jewelry sparkled brightly while the thief hid.,Did the thief hide the jewelry?,0.7431984931441775,0.25680147650211893,nonGP_reflexive,GP_question
3946,Qwen/Qwen2.5-72B,The baby spit up on the bed while Anna dressed.,Did the baby spit up on the bed?,0.8923205323189904,0.10767950525073644,nonGP_reflexive,simple_question
3947,Qwen/Qwen2.5-72B,The baby spit up on the bed while Anna dressed.,Did Anna dress the baby?,0.7201856606525752,0.2798143148984309,nonGP_reflexive,GP_question
3948,Qwen/Qwen2.5-72B,The dog barked loudly while the boy washed.,Did the dog bark loudly?,0.8604375973854985,0.1395625295637366,nonGP_reflexive,simple_question
3949,Qwen/Qwen2.5-72B,The dog barked loudly while the boy washed.,Did the boy wash the dog?,0.8220720248431377,0.1779278834770821,nonGP_reflexive,GP_question
3950,Qwen/Qwen2.5-72B,The horse stood in the stall while the jockey settled down.,Did the horse stand in the stall?,0.9195556714432769,0.08044433857526734,nonGP_reflexive,simple_question
3951,Qwen/Qwen2.5-72B,The horse stood in the stall while the jockey settled down.,Did the jockey settle down the horse?,0.7864614988627068,0.21353850301375132,nonGP_reflexive,GP_question
3952,Qwen/Qwen2.5-72B,The baby cried softly while the mother undressed.,Did the baby cry softly?,0.8931699022309658,0.10683016306835569,nonGP_reflexive,simple_question
3953,Qwen/Qwen2.5-72B,The baby cried softly while the mother undressed.,Did the mother undress the baby?,0.4096364454695305,0.5903635455384801,nonGP_reflexive,GP_question
3954,Qwen/Qwen2.5-72B,The patient watched TV while the nurse shaved.,Did the patient watch TV?,0.8657891525533614,0.13421081001265023,nonGP_reflexive,simple_question
3955,Qwen/Qwen2.5-72B,The patient watched TV while the nurse shaved.,Did the nurse shave the patient?,0.5395115628832485,0.46048848803718556,nonGP_reflexive,GP_question
3956,Qwen/Qwen2.5-72B,The cat stared at the dog while the girl scratched.,Did the cat stare at the dog?,0.887691467183231,0.11230854346140973,nonGP_reflexive,simple_question
3957,Qwen/Qwen2.5-72B,The cat stared at the dog while the girl scratched.,Did the girl scratch the cat?,0.8821908082964569,0.11780923253900255,nonGP_reflexive,GP_question
3958,Qwen/Qwen2.5-72B,The children sat on the bed while the mother calmed down.,Did the children sit on the bed?,0.9260560018849446,0.0739441048494136,nonGP_reflexive,simple_question
3959,Qwen/Qwen2.5-72B,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,0.6892242384714393,0.3107757341543902,nonGP_reflexive,GP_question
3960,Qwen/Qwen2.5-72B,The painting stood the test of time while the artist changed.,Did the painting stand the test of time?,0.8993738071312691,0.10062629489673647,nonGP_reflexive,simple_question
3961,Qwen/Qwen2.5-72B,The painting stood the test of time while the artist changed.,Did the artist change the painting?,0.6945011353544714,0.30549892344618,nonGP_reflexive,GP_question
3962,Qwen/Qwen2.5-72B,The tomatoes invaded the garden while the child grew.,Did the tomato invade the garden?,0.7994982889581479,0.20050166493602006,nonGP_reflexive,simple_question
3963,Qwen/Qwen2.5-72B,The tomatoes invaded the garden while the child grew.,Did the child grow the tomatoes?,0.7612652920976615,0.2387346988609238,nonGP_reflexive,GP_question
3964,Qwen/Qwen2.5-72B,The ball kept moving across the room while the toddler rolled.,Did the ball keep moving across the room?,0.8820121992928307,0.11798781792011326,nonGP_reflexive,simple_question
3965,Qwen/Qwen2.5-72B,The ball kept moving across the room while the toddler rolled.,Did the toddler roll the ball?,0.4325980877988371,0.5674019063434343,nonGP_reflexive,GP_question
3966,Qwen/Qwen2.5-72B,The wheel made weird noises while the mechanic turned.,Did the wheel make weird noises?,0.851800353105773,0.14819972204620768,nonGP_reflexive,simple_question
3967,Qwen/Qwen2.5-72B,The wheel made weird noises while the mechanic turned.,Did the mechanic turn the wheel?,0.23959979475985094,0.7604002589912398,nonGP_reflexive,GP_question
3968,Qwen/Qwen2.5-72B,The river stayed warm while the ice cap shrank.,Did the river stay warm?,0.8658224248006263,0.1341776142165152,nonGP_reflexive,simple_question
3969,Qwen/Qwen2.5-72B,The river stayed warm while the ice cap shrank.,Did the ice cap shrink the river?,0.8556175735182876,0.14438241324614864,nonGP_reflexive,GP_question
3970,Qwen/Qwen2.5-72B,The bat fell on the road while the gymnast swung.,Did the bat fall on the floor?,0.11383116974201357,0.8861688729641912,nonGP_reflexive,simple_question
3971,Qwen/Qwen2.5-72B,The bat fell on the road while the gymnast swung.,Did the gymnast swing the bat?,0.8309051335769198,0.16909488240173687,nonGP_reflexive,GP_question
3972,Qwen/Qwen2.5-72B,The athletes started the game while Bill trained.,Did the athletes start the game?,0.8356920407368307,0.1643078915376961,nonGP_reflexive,simple_question
3973,Qwen/Qwen2.5-72B,The athletes started the game while Bill trained.,Did Bill train the athletes?,0.7375473239862629,0.26245265821273733,nonGP_reflexive,GP_question
3974,Qwen/Qwen2.5-72B,The bone went bad while the dog moved.,Did the bone go bad?,0.7349020977237615,0.26509789019484487,nonGP_reflexive,simple_question
3975,Qwen/Qwen2.5-72B,The bone went bad while the dog moved.,Did the dog move the bone?,0.5873401545680252,0.4126597556480647,nonGP_reflexive,GP_question
3976,Qwen/Qwen2.5-72B,The valley kept on living quietly while the river flooded.,Did the valley keep on living quietly?,0.8564394212257866,0.1435607277476123,nonGP_reflexive,simple_question
3977,Qwen/Qwen2.5-72B,The valley kept on living quietly while the river flooded.,Did the river flood the valley?,0.6095859197809901,0.39041408245122966,nonGP_reflexive,GP_question
3978,Qwen/Qwen2.5-72B,The window moved on its axis while the log broke.,Did the window move on its axis?,0.9030682264638017,0.09693183194434063,nonGP_reflexive,simple_question
3979,Qwen/Qwen2.5-72B,The window moved on its axis while the log broke.,Did the log break the window?,0.8300400168479882,0.16995985482060405,nonGP_reflexive,GP_question
3980,Qwen/Qwen2.5-72B,The fire warmed the children while the match lit.,Did the fire warm the children?,0.8145393198192323,0.18546071418042231,nonGP_reflexive,simple_question
3981,Qwen/Qwen2.5-72B,The fire warmed the children while the match lit.,Did the match light the fire?,0.37825531353639974,0.6217446715336337,nonGP_reflexive,GP_question
3982,Qwen/Qwen2.5-72B,The boat was stranded in the ocean while the wave crashed.,Was the boat stranded in the ocean?,0.8610854277944782,0.1389145690312361,nonGP_reflexive,simple_question
3983,Qwen/Qwen2.5-72B,The boat was stranded in the ocean while the wave crashed.,Did the wave crash the boat?,0.6687672376560414,0.33123268434724196,nonGP_reflexive,GP_question
3984,Qwen/Qwen2.5-72B,While Jim bathed the child giggled with delight.,Did the child giggle with delight?,0.8639635507013281,0.13603655225872657,GP_reflexive,simple_question
3985,Qwen/Qwen2.5-72B,While Jim bathed the child giggled with delight.,Did Jim bathe the child?,0.16741379203534734,0.8325862123967909,GP_reflexive,GP_question
3986,Qwen/Qwen2.5-72B,While the chimps groomed the baboons sat in the grass.,Did the baboons sit in the grass?,0.8393687407863126,0.16063124459624234,GP_reflexive,simple_question
3987,Qwen/Qwen2.5-72B,While the chimps groomed the baboons sat in the grass.,Did the chimps groom the baboons?,0.7985244490613894,0.2014755825845782,GP_reflexive,GP_question
3988,Qwen/Qwen2.5-72B,While Frank dried off the car sat in the driveway.,Did the car sit in the driveway?,0.7209290869052438,0.27907094454140235,GP_reflexive,simple_question
3989,Qwen/Qwen2.5-72B,While Frank dried off the car sat in the driveway.,Did Frank dry off the car?,0.7011219274760379,0.298878036775136,GP_reflexive,GP_question
3990,Qwen/Qwen2.5-72B,While Betty woke up the neighbor coughed loudly.,Did the neighbor cough loudly?,0.7560989517819507,0.243900926725388,GP_reflexive,simple_question
3991,Qwen/Qwen2.5-72B,While Betty woke up the neighbor coughed loudly.,Did Betty wake up the neighbor?,0.5586656574468307,0.4413342955721191,GP_reflexive,GP_question
3992,Qwen/Qwen2.5-72B,While the thief hid the jewelry sparkled brightly.,Did the jewelry sparkle brightly?,0.6323759749157034,0.36762394269172916,GP_reflexive,simple_question
3993,Qwen/Qwen2.5-72B,While the thief hid the jewelry sparkled brightly.,Did the thief hide the jewelry?,0.7157319579344659,0.2842680245083784,GP_reflexive,GP_question
3994,Qwen/Qwen2.5-72B,While Anna dressed the baby spit up on the bed.,Did the baby spit up on the bed?,0.8527822007085888,0.14721788877042385,GP_reflexive,simple_question
3995,Qwen/Qwen2.5-72B,While Anna dressed the baby spit up on the bed.,Did Anna dress the baby?,0.2757218186528476,0.7242782581674874,GP_reflexive,GP_question
3996,Qwen/Qwen2.5-72B,While the boy washed the dog barked loudly.,Did the dog bark loudly?,0.7444117135557917,0.25558816606575263,GP_reflexive,simple_question
3997,Qwen/Qwen2.5-72B,While the boy washed the dog barked loudly.,Did the boy wash the dog?,0.6960703559385735,0.30392965921021187,GP_reflexive,GP_question
3998,Qwen/Qwen2.5-72B,While the jockey settled down the horse stood in the stall.,Did the horse stand in the stall?,0.8729817042012655,0.1270182464763323,GP_reflexive,simple_question
3999,Qwen/Qwen2.5-72B,While the jockey settled down the horse stood in the stall.,Did the jockey settle down the horse?,0.2357131478721044,0.7642869729343147,GP_reflexive,GP_question
4000,Qwen/Qwen2.5-72B,While the mother undressed the baby cried softly.,Did the baby cry softly?,0.8605027389633051,0.13949722996972724,GP_reflexive,simple_question
4001,Qwen/Qwen2.5-72B,While the mother undressed the baby cried softly.,Did the mother undress the baby?,0.15758790137319068,0.8424121244668186,GP_reflexive,GP_question
4002,Qwen/Qwen2.5-72B,While the nurse shaved the patient watched TV.,Did the patient watch TV?,0.7670154352140344,0.2329844562356449,GP_reflexive,simple_question
4003,Qwen/Qwen2.5-72B,While the nurse shaved the patient watched TV.,Did the nurse shave the patient?,0.4797331221703587,0.5202668631561664,GP_reflexive,GP_question
4004,Qwen/Qwen2.5-72B,While the girl scratched the cat stared at the dog.,Did the cat stare at the dog?,0.8426537402717713,0.15734634906059952,GP_reflexive,simple_question
4005,Qwen/Qwen2.5-72B,While the girl scratched the cat stared at the dog.,Did the girl scratch the cat?,0.5488581701802246,0.4511418686064417,GP_reflexive,GP_question
4006,Qwen/Qwen2.5-72B,While the mother calmed down the children sat on the bed.,Did the children sit on the bed?,0.7965341010954035,0.2034658429244871,GP_reflexive,simple_question
4007,Qwen/Qwen2.5-72B,While the mother calmed down the children sat on the bed.,Did the mother calm down the children?,0.31812166383225815,0.681878290017039,GP_reflexive,GP_question
4008,Qwen/Qwen2.5-72B,While the artist changed the painting stood the test of time.,Did the painting stand the test of time?,0.5553949320951688,0.4446051081769511,GP_reflexive,simple_question
4009,Qwen/Qwen2.5-72B,While the artist changed the painting stood the test of time.,Did the artist change the painting?,0.4931345975841097,0.5068653912142054,GP_reflexive,GP_question
4010,Qwen/Qwen2.5-72B,While the child grew the tomatoes invaded the garden.,Did the tomato invade the garden?,0.7720588438571667,0.22794113815857742,GP_reflexive,simple_question
4011,Qwen/Qwen2.5-72B,While the child grew the tomatoes invaded the garden.,Did the child grow the tomatoes?,0.6434494579151107,0.3565505051552691,GP_reflexive,GP_question
4012,Qwen/Qwen2.5-72B,While the toddler rolled the ball kept moving across the room.,Did the ball keep moving across the room?,0.7847646008222,0.21523535854764475,GP_reflexive,simple_question
4013,Qwen/Qwen2.5-72B,While the toddler rolled the ball kept moving across the room.,Did the toddler roll the ball?,0.2500806930561623,0.7499193340204329,GP_reflexive,GP_question
4014,Qwen/Qwen2.5-72B,While the mechanic turned the wheel made weird noises.,Did the wheel make weird noises?,0.6419706964379657,0.3580293067909466,GP_reflexive,simple_question
4015,Qwen/Qwen2.5-72B,While the mechanic turned the wheel made weird noises.,Did the mechanic turn the wheel?,0.42479837467354997,0.5752015922503233,GP_reflexive,GP_question
4016,Qwen/Qwen2.5-72B,While the ice cap shrank the river stayed warm.,Did the river stay warm?,0.8535471013851748,0.14645289546130336,GP_reflexive,simple_question
4017,Qwen/Qwen2.5-72B,While the ice cap shrank the river stayed warm.,Did the ice cap shrink the river?,0.7903973278092735,0.20960263176124272,GP_reflexive,GP_question
4018,Qwen/Qwen2.5-72B,While the gymnast swung the bat fell on the road,Did the bat fall on the floor?,0.17246822648587568,0.8275318369221054,GP_reflexive,simple_question
4019,Qwen/Qwen2.5-72B,While the gymnast swung the bat fell on the road,Did the gymnast swing the bat?,0.6283025810344327,0.3716974757068101,GP_reflexive,GP_question
4020,Qwen/Qwen2.5-72B,While Bill trained the athletes started the game.,Did the athletes start the game?,0.6933175394819955,0.3066824781210329,GP_reflexive,simple_question
4021,Qwen/Qwen2.5-72B,While Bill trained the athletes started the game.,Did Bill train the athletes?,0.7090920186645633,0.29090788888117913,GP_reflexive,GP_question
4022,Qwen/Qwen2.5-72B,While the dog moved the bone went bad.,Did the bone go bad?,0.6935564569889721,0.3064434810267116,GP_reflexive,simple_question
4023,Qwen/Qwen2.5-72B,While the dog moved the bone went bad.,Did the dog move the bone?,0.35645828945234825,0.6435416497039341,GP_reflexive,GP_question
4024,Qwen/Qwen2.5-72B,While the river flooded the valley kept on living quietly.,Did the valley keep on living quietly?,0.7861376318060138,0.21386229215309172,GP_reflexive,simple_question
4025,Qwen/Qwen2.5-72B,While the river flooded the valley kept on living quietly.,Did the river flood the valley?,0.2931277904954186,0.706872251626578,GP_reflexive,GP_question
4026,Qwen/Qwen2.5-72B,While the log broke the window moved on its axis.,Did the window move on its axis?,0.6648442490018169,0.3351557093996149,GP_reflexive,simple_question
4027,Qwen/Qwen2.5-72B,While the log broke the window moved on its axis.,Did the log break the window?,0.4116712264828024,0.588328797367808,GP_reflexive,GP_question
4028,Qwen/Qwen2.5-72B,While the match lit the fire warmed the children.,Did the fire warm the children?,0.8204871778023062,0.17951280381234014,GP_reflexive,simple_question
